zipcode,city,state,location_type,tax_returns_filed,population,total_wages,event_timestamp,created_timestamp
17365,WELLSVILLE,PA,PRIMARY,1311,2344,52832508,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
73080,PURCELL,OK,PRIMARY,3789,7043,127744932,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18030,BOWMANSTOWN,PA,PRIMARY,315,535,9387111,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37143,PEGRAM,TN,PRIMARY,1851,3423,73157985,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
41071,NEWPORT,KY,PRIMARY,9108,14293,295339416,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
63532,BEVIER,MO,PRIMARY,607,1082,14533303,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
11763,MEDFORD,NY,PRIMARY,13590,23711,649126962,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97870,RICHLAND,OR,PRIMARY,269,457,3872036,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
67467,MINNEAPOLIS,KS,PRIMARY,1410,2491,42323337,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
80235,DENVER,CO,PRIMARY,3720,6000,149636214,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
11954,MONTAUK,NY,PRIMARY,2507,3976,83023570,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
2910,CRANSTON,RI,PRIMARY,11193,18350,395506404,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
99581,EMMONAK,AK,PRIMARY,322,545,6049925,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
6269,STORRS MANSFIELD,CT,PRIMARY,375,384,5069622,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
17212,BIG COVE TANNERY,PA,PRIMARY,281,538,9425445,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
41139,FLATWOODS,KY,PRIMARY,3692,6748,121902277,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95307,CERES,CA,PRIMARY,15983,30984,503604712,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92656,ALISO VIEJO,CA,PRIMARY,22348,39419,1542655701,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5494,WESTFORD,VT,PRIMARY,870,1555,41720931,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95549,KNEELAND,CA,PRIMARY,350,635,10673232,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
26178,SMITHVILLE,WV,PRIMARY,271,487,5849046,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
14621,ROCHESTER,NY,PRIMARY,12188,20021,235030215,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97457,MYRTLE CREEK,OR,PRIMARY,3951,7128,100415178,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
46237,INDIANAPOLIS,IN,PRIMARY,18892,33325,807583985,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92261,PALM DESERT,CA,PRIMARY,1163,1814,30976723,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
7102,NEWARK,NJ,PRIMARY,3651,5503,135280553,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33015,HIALEAH,FL,PRIMARY,27904,48677,913467912,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
34112,NAPLES,FL,PRIMARY,11854,19197,289148450,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32040,GLEN SAINT MARY,FL,PRIMARY,3297,6294,115147099,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54937,FOND DU LAC,WI,PRIMARY,7718,13861,341453239,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72443,MARMADUKE,AR,PRIMARY,1105,2148,28994684,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
11230,BROOKLYN,NY,PRIMARY,32295,56454,1182130112,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13132,PENNELLVILLE,NY,PRIMARY,1968,3516,72968697,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98232,BOW,WA,PRIMARY,1955,3469,77454557,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
11933,CALVERTON,NY,PRIMARY,3242,5527,138189454,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75455,MOUNT PLEASANT,TX,PRIMARY,10164,19644,316107076,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28815,ASHEVILLE,NC,PRIMARY,557,836,14421870,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
14167,VARYSBURG,NY,PRIMARY,795,1383,27640706,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55012,CENTER CITY,MN,PRIMARY,937,1720,40798861,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
38650,MYRTLE,MS,PRIMARY,1498,2838,39922440,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74883,WETUMKA,OK,PRIMARY,987,1789,25388758,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
76801,BROWNWOOD,TX,PRIMARY,9898,17792,279370637,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
63437,CLARENCE,MO,PRIMARY,706,1261,15178971,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33323,FORT LAUDERDALE,FL,PRIMARY,9140,16261,456414551,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
47991,WEST LEBANON,IN,PRIMARY,487,901,15316403,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92706,SANTA ANA,CA,PRIMARY,14635,27773,521280485,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
26855,CABINS,WV,PRIMARY,319,590,8662344,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
15928,DAVIDSVILLE,PA,PRIMARY,990,1745,29637638,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20876,GERMANTOWN,MD,PRIMARY,11707,20992,662408800,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
57276,WHITE,SD,PRIMARY,531,955,16098630,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48453,MARLETTE,MI,PRIMARY,2295,4196,57824700,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95677,ROCKLIN,CA,PRIMARY,11381,20132,536083455,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
36560,MOUNT VERNON,AL,PRIMARY,1377,2564,33969230,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
47932,COVINGTON,IN,PRIMARY,2535,4661,84945611,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
84039,LAPOINT,UT,PRIMARY,391,772,17768323,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
8536,PLAINSBORO,NJ,PRIMARY,9397,17344,753685514,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33165,MIAMI,FL,PRIMARY,26643,44352,771792330,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
38039,GRAND JUNCTION,TN,PRIMARY,906,1629,21642549,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27874,SCOTLAND NECK,NC,PRIMARY,1980,3455,42200986,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95361,OAKDALE,CA,PRIMARY,13130,24557,550548895,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
47523,DALE,IN,PRIMARY,1542,2768,49588107,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
24603,BIG ROCK,VA,PRIMARY,446,851,13562279,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
84011,BOUNTIFUL,UT,PRIMARY,441,746,14631744,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30563,MOUNT AIRY,GA,PRIMARY,2198,4196,72676015,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75652,HENDERSON,TX,PRIMARY,5285,9772,174907560,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5089,WINDSOR,VT,PRIMARY,2134,3525,71543063,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
3444,DUBLIN,NH,PRIMARY,781,1417,32765403,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98903,YAKIMA,WA,PRIMARY,6345,11510,198636282,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90632,LA HABRA,CA,PRIMARY,404,673,15915967,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
46076,WINDFALL,IN,PRIMARY,781,1447,25002028,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
64056,INDEPENDENCE,MO,PRIMARY,7307,13063,252906377,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
39296,JACKSON,MS,PRIMARY,251,378,9875015,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
36756,MARION,AL,PRIMARY,2407,4346,53117958,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75091,SHERMAN,TX,PRIMARY,992,1675,36634282,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
21742,HAGERSTOWN,MD,PRIMARY,14688,25720,651749820,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48374,NOVI,MI,PRIMARY,6185,12379,572559561,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20147,ASHBURN,VA,PRIMARY,23767,45259,2005708619,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
16130,HADLEY,PA,PRIMARY,992,1726,25303235,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
41042,FLORENCE,KY,PRIMARY,23212,40441,919294532,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
3234,EPSOM,NH,PRIMARY,2357,4174,96794392,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95357,MODESTO,CA,PRIMARY,5474,10140,215924416,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
66510,MELVERN,KS,PRIMARY,357,661,11195502,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75644,GILMER,TX,PRIMARY,4953,9164,145792063,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72419,CARAWAY,AR,PRIMARY,701,1332,17355451,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
35587,TOWNLEY,AL,PRIMARY,361,693,10770532,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30172,SHANNON,GA,PRIMARY,496,878,11388468,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
14006,ANGOLA,NY,PRIMARY,4925,8348,161988353,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
15342,HOUSTON,PA,PRIMARY,2513,4211,87932376,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37727,DEL RIO,TN,PRIMARY,824,1541,18971575,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
83522,COTTONWOOD,ID,PRIMARY,835,1502,22103548,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
87522,CHIMAYO,NM,PRIMARY,1335,2265,37296044,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49643,INTERLOCHEN,MI,PRIMARY,2969,5269,90518408,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54653,ROCKLAND,WI,PRIMARY,484,883,16064109,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
40175,VINE GROVE,KY,PRIMARY,5645,10700,187414483,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75790,VAN,TX,PRIMARY,1920,3609,63811063,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
63033,FLORISSANT,MO,PRIMARY,21268,35384,682026273,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92277,TWENTYNINE PALMS,CA,PRIMARY,8483,16226,254665955,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55072,SANDSTONE,MN,PRIMARY,1500,2569,38252125,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
3580,FRANCONIA,NH,PRIMARY,830,1362,28818933,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72047,ENOLA,AR,PRIMARY,396,787,14174112,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18439,LAKEWOOD,PA,PRIMARY,250,433,7347310,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
64790,WALKER,MO,PRIMARY,353,651,6840515,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45654,NEW PLYMOUTH,OH,PRIMARY,364,679,9368509,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45505,SPRINGFIELD,OH,PRIMARY,8745,14526,208180984,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
4259,MONMOUTH,ME,PRIMARY,1488,2764,54751262,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75839,ELKHART,TX,PRIMARY,2145,3985,70107398,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
78130,NEW BRAUNFELS,TX,PRIMARY,26382,47380,915619654,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
58482,STEELE,ND,PRIMARY,471,834,11805631,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33414,WELLINGTON,FL,PRIMARY,23608,43745,1290177589,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
83352,SHOSHONE,ID,PRIMARY,1247,2411,38485858,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
79916,FORT BLISS,TX,PRIMARY,1668,1803,35153258,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
38138,GERMANTOWN,TN,PRIMARY,12287,22137,867998325,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27712,DURHAM,NC,PRIMARY,9696,17922,509535483,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
17065,MOUNT HOLLY SPRINGS,PA,PRIMARY,2146,3792,77562605,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49930,HANCOCK,MI,PRIMARY,2867,4781,84280969,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90061,LOS ANGELES,CA,PRIMARY,10076,18477,238903309,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45843,FOREST,OH,PRIMARY,1752,3140,55481075,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49841,GWINN,MI,PRIMARY,2866,5127,75735495,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
78755,AUSTIN,TX,PRIMARY,475,706,20473711,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92192,SAN DIEGO,CA,PRIMARY,695,1002,40979982,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28503,KINSTON,NC,PRIMARY,381,644,11064754,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5846,ISLAND POND,VT,PRIMARY,636,1053,13151508,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
10473,BRONX,NY,PRIMARY,26122,42812,817850845,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90071,LOS ANGELES,CA,PRIMARY,639,964,75762361,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
84414,OGDEN,UT,PRIMARY,11433,21986,509315593,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
25506,BRANCHLAND,WV,PRIMARY,1526,2987,42199436,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
1969,ROWLEY,MA,PRIMARY,2926,5259,182610213,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61039,GERMAN VALLEY,IL,PRIMARY,397,756,15061557,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60480,WILLOW SPRINGS,IL,PRIMARY,2859,4851,162192650,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
46767,LIGONIER,IN,PRIMARY,3517,6961,100798989,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
81410,AUSTIN,CO,PRIMARY,681,1247,19461749,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
87317,GAMERCO,NM,PRIMARY,577,988,12731045,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61752,LE ROY,IL,PRIMARY,2078,3813,85876769,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72366,MARVELL,AR,PRIMARY,918,1629,18975872,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
12737,GLEN SPEY,NY,PRIMARY,852,1516,32340091,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
6109,WETHERSFIELD,CT,PRIMARY,14144,23881,681976153,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92593,TEMECULA,CA,PRIMARY,895,1600,32274104,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
69045,WAUNETA,NE,PRIMARY,461,821,7947200,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77805,BRYAN,TX,PRIMARY,1151,1910,37628002,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
96705,ELEELE,HI,PRIMARY,1205,2101,45346330,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74079,STROUD,OK,PRIMARY,1814,3345,55561714,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92552,MORENO VALLEY,CA,PRIMARY,1274,2209,40390418,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18701,WILKES BARRE,PA,PRIMARY,676,890,11338812,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
21663,SAINT MICHAELS,MD,PRIMARY,1687,2855,76085334,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48616,CHESANING,MI,PRIMARY,3538,6441,105758829,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27045,RURAL HALL,NC,PRIMARY,3955,7167,132984201,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95019,FREEDOM,CA,PRIMARY,3535,7068,101582066,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62853,KELL,IL,PRIMARY,444,816,13040519,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61242,CORDOVA,IL,PRIMARY,608,1057,24052592,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
85539,MIAMI,AZ,PRIMARY,1130,1998,34779837,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98660,VANCOUVER,WA,PRIMARY,4977,7929,171919527,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54896,WINTER,WI,PRIMARY,767,1313,15481838,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
23523,NORFOLK,VA,PRIMARY,3188,5360,62395602,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44887,TIRO,OH,PRIMARY,501,898,15340626,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
70509,LAFAYETTE,LA,PRIMARY,843,1423,25328687,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
16915,COUDERSPORT,PA,PRIMARY,2671,4741,84422963,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60565,NAPERVILLE,IL,PRIMARY,19741,37904,1591174879,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
52540,BRIGHTON,IA,PRIMARY,673,1190,17573415,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
7718,BELFORD,NJ,PRIMARY,3101,5572,170026421,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
4920,BINGHAM,ME,PRIMARY,705,1204,14763726,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55335,GIBBON,MN,PRIMARY,789,1395,19522927,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5874,WESTFIELD,VT,PRIMARY,257,464,6554608,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
24553,GLADSTONE,VA,PRIMARY,788,1456,23455656,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
88045,LORDSBURG,NM,PRIMARY,1577,2798,43110519,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33607,TAMPA,FL,PRIMARY,12780,19120,295349939,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49046,DELTON,MI,PRIMARY,3282,5973,109608648,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
94949,NOVATO,CA,PRIMARY,8237,14246,477070476,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44028,COLUMBIA STATION,OH,PRIMARY,4607,7817,183755201,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44011,AVON,OH,PRIMARY,9615,17564,572075157,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28434,COUNCIL,NC,PRIMARY,516,927,13483314,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37690,TELFORD,TN,PRIMARY,1775,3331,53372385,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
78565,LOS EBANOS,TX,PRIMARY,504,1017,9101957,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
78574,MISSION,TX,PRIMARY,14582,30029,369076600,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
94564,PINOLE,CA,PRIMARY,9214,15898,410951647,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
57570,ROSEBUD,SD,PRIMARY,741,1399,17240936,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20158,HAMILTON,VA,PRIMARY,1644,3203,141237456,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97030,GRESHAM,OR,PRIMARY,16314,28011,517481587,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37809,MIDWAY,TN,PRIMARY,834,1580,24600102,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92801,ANAHEIM,CA,PRIMARY,24755,45683,790993358,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49230,BROOKLYN,MI,PRIMARY,5214,9108,177009246,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
59855,PABLO,MT,PRIMARY,596,1075,12586416,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18510,SCRANTON,PA,PRIMARY,4764,7607,129145124,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
26159,PADEN CITY,WV,PRIMARY,1207,2162,31629367,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
34737,HOWEY IN THE HILLS,FL,PRIMARY,1271,2305,55806159,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
40050,NEW CASTLE,KY,PRIMARY,710,1297,19819131,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
68847,KEARNEY,NE,PRIMARY,7703,13199,267124051,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
8619,TRENTON,NJ,PRIMARY,11573,19382,565510328,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62326,COLCHESTER,IL,PRIMARY,1216,2079,34352762,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27708,DURHAM,NC,PRIMARY,289,345,6548220,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45663,WEST PORTSMOUTH,OH,PRIMARY,2661,4988,75946276,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
80911,COLORADO SPRINGS,CO,PRIMARY,13584,25331,458792855,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92160,SAN DIEGO,CA,PRIMARY,340,501,11148512,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
36376,WEBB,AL,PRIMARY,980,1828,27107825,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60604,CHICAGO,IL,PRIMARY,922,1192,42414664,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
46637,SOUTH BEND,IN,PRIMARY,6980,11644,238693177,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
38460,GOODSPRING,TN,PRIMARY,596,1118,17892699,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28584,SWANSBORO,NC,PRIMARY,5375,9654,173005896,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27574,ROXBORO,NC,PRIMARY,6056,11151,204771737,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60118,DUNDEE,IL,PRIMARY,8129,14431,462291903,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61723,ATLANTA,IL,PRIMARY,1214,2146,43417857,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
41216,EAST POINT,KY,PRIMARY,381,742,13145694,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95001,APTOS,CA,PRIMARY,1003,1526,42277293,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
71935,CADDO GAP,AR,PRIMARY,271,527,5072844,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
68526,LINCOLN,NE,PRIMARY,2024,4025,148597860,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
85037,PHOENIX,AZ,PRIMARY,16110,30898,525204717,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37079,INDIAN MOUND,TN,PRIMARY,1078,2081,32422409,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
8848,MILFORD,NJ,PRIMARY,4036,7470,261146410,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
84054,NORTH SALT LAKE,UT,PRIMARY,6555,12482,336772173,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
24925,CALDWELL,WV,PRIMARY,475,897,15081072,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
73534,DUNCAN,OK,PRIMARY,662,1144,21117935,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32577,MOLINO,FL,PRIMARY,2177,4057,73645693,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
14851,ITHACA,NY,PRIMARY,356,469,9456698,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
63019,CRYSTAL CITY,MO,PRIMARY,2086,3688,68962638,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
16636,DYSART,PA,PRIMARY,377,675,12187008,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56360,OSAKIS,MN,PRIMARY,1787,3196,44391725,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
17777,WATSONTOWN,PA,PRIMARY,3225,5704,99411335,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
99163,PULLMAN,WA,PRIMARY,9718,15193,329628503,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
